asin,price,overall,unixReviewTime
B00006J04Z,55.23999999999988,3.432098765432099,1226464000.0
B00006JILE,24.94999999999993,4.006060606060606,1284473716.3636363
B00006JPD5,140.0,3.574074074074074,1329763200.0
B00006JPD8,154.0,3.707482993197279,1327963885.7142856
B00006LVEU,13.869999999999925,4.770833333333333,1362472920.0
B00007JRBM,34.98999999999988,3.253731343283582,1259446352.238806
B000085AHH,10.0,3.735294117647059,1112946352.9411764
B000085ZKX,15.970000000000015,4.2631578947368425,1299810694.7368422
B0000899WB,62.13000000000009,2.1578947368421053,1083986742.857143
B00008BWM7,42.99,4.525,1352831760.0
B00008W2LW,53.519999999999996,4.761904761904762,1353581485.7142856
B00008XETI,23.86000000000001,4.951219512195122,1366148370.7317073
B000095SAO,9.71,2.476923076923077,1312919778.4615386
B00009J580,129.98999999999984,4.264150943396227,1329834566.037736
B00009MK3A,211.6599999999999,4.463414634146342,1307932682.9268293
B00009V3TU,72.46000000000002,3.8518518518518516,1335198400.0
B00009W40D,17.96999999999991,3.539473684210526,1329273094.7368422
B00009W40H,39.99,3.696969696969697,1345583127.2727273
B0000A1GQ3,39.98999999999988,2.83739837398374,1112387356.097561
B0000AJQ42,97.13000000000007,3.9705882352941178,1185255529.4117646
B0000AQRSR,39.0,4.383720930232558,1358701283.7209303
B0000AQRSS,58.90000000000006,4.484375,1314770400.0
B0000AQRST,99.0,4.666666666666667,1323652645.1612904
B0000AQRSU,104.0,4.566473988439307,1335797937.5722544
B0000TP57E,59.0,3.6486486486486487,1210167437.837838
B0000TP588,149.0,2.7755102040816326,1224007640.8163266
B0000WS0RI,69.98999999999997,4.6571428571428575,1364675657.142857
B0000WS0SC,399.99,4.844444444444444,1319792640.0
B0000WS6QI,14.730000000000013,3.8157894736842106,1347280673.6842105
B000165DSM,9.869999999999969,3.7142857142857144,1340845126.5306122
B000189NZY,159.9499999999999,4.193548387096774,1286448619.3548386
B000189YD0,199.95000000000047,4.048192771084337,1311781532.5301204
B0001ARCFA,68.49000000000038,4.431818181818182,1344941672.7272727
B0001DBZNM,64.55000000000005,4.346153846153846,1356200861.5384614
B0001FPQXU,10.19,4.2,1189620000.0
B0001FTVD6,5.120000000000003,4.686567164179104,1367967331.3432837
B00021NWAC,59.989999999999895,4.04054054054054,1323932886.4864864
B00022OA48,72.98999999999992,3.888888888888889,1344099840.0
B000246SKU,32.49,3.8333333333333335,1335640000.0
B00026BOFM,151.1999999999999,3.6578947368421053,1337362863.1578948
B00029HDT0,18.73000000000001,4.285714285714286,1338164434.2857144
B00029MTMQ,7.150000000000012,3.8970814132104454,1356996940.092166
B0002A2RTU,199.0,4.555555555555555,1344427200.0
B0002A9V6C,99.98999999999991,3.6486486486486487,1206781491.891892
B0002ABOFS,99.0,3.7023809523809526,1215684000.0
B0002BACB4,158.9400000000001,4.696629213483146,1341698804.494382
B0002BBOR0,49.99,4.53125,1367258400.0
B0002BBVN2,15.490000000000007,4.842105263157895,1369864421.0526316
B0002BG2DQ,26.990000000000006,4.7407407407407405,1328993600.0
B0002BG2R2,53.0,4.605263157894737,1338506526.3157895
B0002CZSDK,129.96,4.88135593220339,1354927728.8135593
B0002CZSEE,149.57999999999996,4.35,1337335920.0
B0002CZSJO,13.5,4.716216216216216,1358238940.5405405
B0002CZSJY,12.860000000000023,4.7522388059701495,1330524150.4477613
B0002CZST4,0.04999999999999996,4.406779661016949,1364406833.8983052
B0002CZT0M,7.490000000000007,4.460176991150442,1353667794.6902654
B0002CZTI4,21.239999999999977,4.243243243243243,1351335697.2972972
B0002CZTIE,15.799999999999978,4.7272727272727275,1345355719.4805195
B0002CZTIO,4.47000000000001,4.484210526315789,1341501877.8947368
B0002CZURO,399.0,4.716666666666667,1335902400.0
B0002CZUTM,99.0,4.604026845637584,1349686872.4832215
B0002CZUUG,169.0,4.592920353982301,1360739596.460177
B0002CZV46,19.04999999999997,4.363636363636363,1353996000.0
B0002CZV6E,95.0,4.696969696969697,1336335709.090909
B0002CZV82,49.0,4.264367816091954,1326685903.4482758
B0002CZVA0,84.98999999999991,4.558139534883721,1323047218.6046512
B0002CZVBE,49.0,4.590909090909091,1350221890.909091
B0002CZVG4,14.990000000000007,3.3529411764705883,1283141647.0588236
B0002CZVI2,8.81,4.232558139534884,1297832483.7209303
B0002CZVK0,79.98999999999982,4.466666666666667,1341054720.0
B0002CZVW8,13.73000000000001,4.574468085106383,1367603540.4255319
B0002CZVWS,13.990000000000007,4.67816091954023,1356337986.2068965
B0002CZVX2,13.25,4.515151515151516,1361607709.090909
B0002CZVXM,10.21999999999994,4.5125,1359471330.0
B0002CZVZK,5.899999999999994,4.606060606060606,1352677090.909091
B0002CZW0Y,15.969999999999906,4.1335311572700295,1355938782.1958456
B0002CZXO4,83.98999999999995,4.612903225806452,1343759690.3225806
B0002CZYW0,134.9499999999999,3.8947368421052633,1344179368.4210527
B0002CZZNI,179.98999999999987,4.0,1323345600.0
B0002CZZW4,32.969999999999956,4.595505617977528,1352795865.1685393
B0002D0096,149.9899999999998,4.638888888888889,1339917600.0
B0002D00BE,29.0,3.159090909090909,1311874036.3636363
B0002D00F0,2.0,3.5277777777777777,1351250400.0
B0002D00H8,31.949999999999974,4.666666666666667,1343584551.724138
B0002D01IG,179.0,4.5,1336502880.0
B0002D01K4,76.31999999999985,4.645833333333333,1356537000.0
B0002D01KO,19.0,4.387096774193548,1368576929.032258
B0002D01PY,27.950000000000014,4.575757575757576,1356071563.6363637
B0002D02BM,89.9899999999999,4.627906976744186,1347317581.3953488
B0002D02IU,99.0,4.512295081967213,1360983777.0491803
B0002D02K8,3.9499999999999993,4.05,1308290400.0
B0002D02RQ,3.060000000000002,4.712121212121212,1344945600.0
B0002D02T4,19.320000000000018,4.521739130434782,1371461008.6956522
B0002D03X4,134.67000000000004,3.7083333333333335,1328293800.0
B0002D03ZC,51.19000000000004,4.714285714285714,1343976685.7142856
B0002D05KA,109.98999999999991,4.193548387096774,1372575483.8709676
B0002D08OI,32.5,4.288888888888889,1331491200.0
B0002D0B4K,37.5,4.4120603015075375,1354620012.0603015
B0002D0B4U,69.98999999999987,4.578947368421052,1334309305.2631578
B0002D0C1C,7.430000000000005,4.405405405405405,1356026983.7837837
B0002D0CA8,2.349999999999996,4.438095238095238,1345889828.5714285
B0002D0CAI,7.490000000000007,4.511111111111111,1353109120.0
B0002D0CEO,3.25,4.648967551622419,1334570591.1504424
B0002D0CGC,3.710000000000002,4.584699453551913,1347857940.9836066
B0002D0CGW,4.949999999999992,4.6521739130434785,1356360730.4347825
B0002D0CIK,5.8300000000000125,4.364285714285714,1351363268.5714285
B0002D0CKI,4.6699999999999955,4.328467153284672,1331111824.8175182
B0002D0CL2,2.739999999999999,4.68,1337008896.0
B0002D0CLC,4.319999999999995,4.706896551724138,1339664772.413793
B0002D0CLM,3.590000000000003,4.111111111111111,1339335771.4285715
B0002D0CNA,3.1200000000000023,4.7,1355783616.0
B0002D0COE,7.019999999999988,3.966666666666667,1353647520.0
B0002D0CQC,5.990000000000007,4.580152671755725,1342287316.0305343
B0002D0DBG,9.949999999999992,4.5625,1371292200.0
B0002D0DWK,5.529999999999995,4.47457627118644,1377472271.1864407
B0002D0E88,13.48000000000001,4.7,1374955776.0
B0002D0E8S,5.570000000000004,4.623376623376624,1358525174.025974
B0002D0H8U,10.269999999999994,4.609756097560975,1365467707.317073
B0002D0HXA,1.849999999999998,4.725806451612903,1366526090.3225806
B0002D0HY4,36.94000000000004,4.583333333333333,1358622720.0
B0002D0HZI,17.69000000000002,4.404255319148936,1330034246.8085105
B0002D0I02,11.319999999999995,4.3125,1361507400.0
B0002D0JX8,36.5,3.7717391304347827,1359929426.0869565
B0002D0JZ6,74.94999999999992,4.151515151515151,1334442763.6363637
B0002D0KG4,133.0,4.25,1299229200.0
B0002D0KOG,39.98999999999996,4.569230769230769,1361540381.5384614
B0002D0L40,2.2400000000000038,4.316666666666666,1357590960.0
B0002D0L4A,3.4899999999999984,4.714285714285714,1365339702.857143
B0002D0LKY,15.990000000000006,4.166666666666667,1360764000.0
B0002D0M94,41.86999999999996,3.725,1343314800.0
B0002D0N70,149.0,4.787878787878788,1347559854.5454545
B0002D0Q2W,28.450000000000024,4.090909090909091,1324682836.3636363
B0002D15JU,4.1599999999999975,4.530612244897959,1357068930.6122448
B0002D15K4,4.689999999999999,4.633333333333334,1352982240.0
B0002DNUHU,66.65999999999998,4.066666666666666,1362174720.0
B0002DNUWK,6.4900000000000055,4.52112676056338,1349168856.3380282
B0002DNUY8,29.990000000000006,4.320754716981132,1339878158.490566
B0002DUPZU,4.949999999999999,4.6875,1367906400.0
B0002DUQ04,4.900000000000004,4.36,1365510528.0
B0002DURGW,63.59000000000005,4.120689655172414,1333436524.137931
B0002DURNK,4.0,4.654545454545454,1364794821.8181818
B0002DV0G8,19.990000000000006,4.5,1346314254.5454545
B0002DV6RQ,4.17,4.329268292682927,1342761365.8536584
B0002DV7U2,9.450000000000015,4.03,1360145952.0
B0002DV7Z2,124.98999999999982,3.727272727272727,1291481392.2077923
B0002DV7ZM,13.239999999999903,4.7379310344827585,1360536331.0344827
B0002DVBRQ,119.98999999999985,4.836363636363636,1349615127.2727273
B0002E1G5C,6.920000000000054,4.488243430152144,1362911123.6514523
B0002E1H9W,18.240000000000006,4.525773195876289,1366668964.9484537
B0002E1I2I,7.59,4.527777777777778,1363348800.0
B0002E1IW8,149.0,4.894736842105263,1343508631.5789473
B0002E1J3Q,5.199999999999996,4.431818181818182,1344342763.6363637
B0002E1J5E,3.9899999999999998,4.702702702702703,1344110789.1891892
B0002E1ML0,42.200000000000024,4.72972972972973,1344313945.945946
B0002E1MWO,7.199999999999994,4.560975609756097,1347340565.8536584
B0002E1NNM,11.129999999999997,4.586206896551724,1361093462.0689654
B0002E1NQ4,18.73000000000001,4.576470588235294,1361445458.8235295
B0002E1NQY,16.559999999999956,4.309677419354839,1352612624.516129
B0002E1O2C,12.079999999999956,4.567857142857143,1346347440.0
B0002E1O2M,12.970000000000022,4.60431654676259,1354375320.8633094
B0002E1O2W,9.269999999999992,4.672727272727273,1352548014.5454545
B0002E1O3G,9.269999999999989,4.566037735849057,1344516860.3773584
B0002E1O5E,9.26999999999999,4.544303797468355,1360782501.265823
B0002E1O7M,12.080000000000009,4.633333333333334,1354242240.0
B0002E1O7W,11.720000000000018,4.628571428571429,1335487268.5714285
B0002E1O90,18.38,4.666666666666667,1347813600.0
B0002E1OVS,99.96000000000002,3.8,1329775488.0
B0002E1OX6,25.380000000000024,4.69811320754717,1354341192.45283
B0002E1OXG,25.38000000000002,4.6923076923076925,1357222707.6923077
B0002E1OZY,20.28999999999999,4.645833333333333,1362204000.0
B0002E1P08,20.289999999999978,4.675,1364071320.0
B0002E1P0I,20.289999999999985,4.566037735849057,1364190792.45283
B0002E1U5I,18.77999999999998,4.517241379310345,1347300744.8275862
B0002E1UB2,14.5,4.445945945945946,1337864302.7027028
B0002E1UNU,2.9900000000000007,3.685185185185185,1348368000.0
B0002E1UTY,18.309999999999988,4.171428571428572,1364774400.0
B0002E1VN4,20.950000000000006,4.32258064516129,1349202890.3225806
B0002E1W5G,26.88,4.65625,1373122800.0
B0002E29M6,13.990000000000007,4.666666666666667,1346499000.0
B0002E2ACK,52.26,4.8108108108108105,1336495913.5135136
B0002E2EOE,10.180000000000003,3.6792452830188678,1357208694.3396227
B0002E2GMY,6.279999999999991,4.147540983606557,1373582950.819672
B0002E2KPC,9.920000000000057,4.55108877721943,1358806432.160804
B0002E2LZG,159.0,4.615384615384615,1329906461.5384614
B0002E2NEK,6.9399999999999995,4.351351351351352,1351713989.1891892
B0002E2NFO,8.94,4.30188679245283,1335546747.1698112
B0002E2O2Q,45.949999999999875,4.211428571428572,1269891401.142857
B0002E2OSU,11.720000000000011,4.666666666666667,1355304000.0
B0002E2S1I,44.98999999999991,4.103896103896104,1341756093.5064936
B0002E2S36,3.7100000000000044,4.01530612244898,1320458253.0612245
B0002E2TTO,39.30000000000001,4.208955223880597,1324698985.074627
B0002E2TVM,57.9499999999999,4.75531914893617,1339324085.106383
B0002E2TXK,4.120000000000002,4.114285714285714,1329031954.2857144
B0002E2VXS,4.53,4.6875,1371589200.0
B0002E2XCW,4.819999999999983,4.370179948586118,1334028438.0462725
B0002E2YMG,21.95000000000001,4.413461538461538,1350702000.0
B0002E2YZS,3.560000000000002,4.285714285714286,1362445126.5306122
B0002E2Z8O,20.0,4.755102040816326,1323841959.1836734
B0002E2Z8Y,17.95000000000002,4.696428571428571,1335568114.2857144
B0002E3614,21.990000000000006,4.616438356164384,1365736635.6164384
B0002E363C,36.76,4.8604651162790695,1354605320.9302325
B0002E37G8,8.69,4.309523809523809,1344501257.142857
B0002E37I6,11.269999999999994,4.476190476190476,1356041828.5714285
B0002E37PY,39.950000000000024,4.787878787878788,1367596800.0
B0002E382Q,66.51000000000008,4.521739130434782,1348086052.173913
B0002E38AS,61.42000000000005,4.571428571428571,1359931371.4285715
B0002E38B2,61.420000000000044,4.196078431372549,1350608188.235294
B0002E38DU,49.95000000000003,4.85,1346254560.0
B0002E38UI,18.25,4.696969696969697,1363763781.8181818
B0002E3A8S,5.819999999999995,4.457831325301205,1360344057.8313253
B0002E3AHE,52.0,4.770833333333333,1350851400.0
B0002E3AHY,26.5,4.918918918918919,1347253881.0810812
B0002E3AOW,17.12,4.333333333333333,1354613236.3636363
B0002E3B78,37.0,4.036144578313253,1346216096.3855422
B0002E3CHC,9.190000000000044,4.539735099337748,1349779422.5165563
B0002E3D44,108.7600000000001,4.4324324324324325,1350263870.2702703
B0002E3DG2,89.94999999999993,4.4186046511627906,1298143925.5813954
B0002E3DGC,86.30000000000011,4.243243243243243,1342550918.9189188
B0002E3DLM,22.950000000000028,4.516483516483516,1316667639.5604396
B0002E3DNK,25.95000000000003,4.608108108108108,1379428540.5405405
B0002E3DNU,39.95000000000003,4.211538461538462,1351834338.4615386
B0002E3DRQ,10.75,4.32258064516129,1368651251.612903
B0002E3FCO,12.490000000000007,4.266187050359712,1341639712.2302158
B0002E3GO6,13.959999999999994,4.264705882352941,1346526211.764706
B0002E3L50,39.99,3.6382978723404253,1331955268.0851064
B0002E3MRW,4.490000000000002,3.6666666666666665,1292558400.0
B0002E4Z8M,349.0,4.7924528301886795,1346299471.6981132
B0002E4Z9G,149.0,3.0697674418604652,1274956576.7441862
B0002E50DQ,27.990000000000006,4.470588235294118,1326161223.5294118
B0002E513U,99.98999999999985,4.360655737704918,1352791711.4754097
B0002E5158,63.0,4.527777777777778,1355791200.0
B0002E51ZS,69.98999999999992,4.361702127659575,1347803234.0425532
B0002E5266,34.95000000000003,4.222222222222222,1334089600.0
B0002E528E,54.98999999999985,4.351351351351352,1342038745.945946
B0002E52RU,115.98999999999985,4.872340425531915,1342942774.468085
B0002E5518,9.56,4.6571428571428575,1364046171.4285715
B0002E56EY,19.600000000000012,3.9696969696969697,1359124363.6363637
B0002E56H6,17.990000000000006,4.093023255813954,1340401562.7906976
B0002E56NK,91.98999999999991,4.7894736842105265,1347742231.5789473
B0002F4MKC,27.989999999999966,4.325842696629214,1364851092.1348314
B0002F4N0Q,16.98000000000001,3.4347826086956523,1369363617.3913043
B0002F4SYM,15.509999999999993,4.398148148148148,1351598400.0
B0002F4TJ6,30.390000000000033,3.2,1336670836.3636363
B0002F4TKA,7.020000000000003,4.4411764705882355,1347822211.764706
B0002F4VBM,49.94999999999998,4.471698113207547,1329702520.7547169
B0002F4VDK,49.950000000000024,4.354838709677419,1284545032.2580645
B0002F4WC0,14.990000000000006,4.176470588235294,1357191529.4117646
B0002F4WD4,36.820000000000014,4.0,1353248894.1176472
B0002F4Y8W,10.699999999999994,4.516129032258065,1363227561.2903225
B0002F4YQY,18.990000000000006,4.764705882352941,1352514070.5882354
B0002F519I,48.140000000000136,4.236994219653179,1339750363.0057805
B0002F51B6,37.15000000000004,4.032258064516129,1345850012.903226
B0002F52EW,19.18,4.343396226415094,1360817280.0
B0002F585K,9.1,4.303030303030303,1312541672.7272727
B0002F58G4,10.490000000000004,4.636363636363637,1357757672.7272727
B0002F58T6,10.949999999999994,4.611111111111111,1368909600.0
B0002F58TG,89.99000000000004,4.471933471933472,1329740547.1933472
B0002F594K,15.679999999999993,4.813953488372093,1352011311.627907
B0002F59FE,19.779999999999976,4.479591836734694,1356717159.1836734
B0002F59UE,32.78999999999997,4.570422535211268,1347802276.056338
B0002F5BFW,35.94000000000003,4.739130434782608,1349669426.0869565
B0002F5BKW,5.110000000000003,4.67741935483871,1359328412.903226
B0002F5BZ2,17.37,4.125,1358996400.0
B0002F5CQK,7.990000000000007,4.677215189873418,1361991554.4303796
B0002F5DGE,149.98999999999984,4.230769230769231,1306911655.3846154
B0002F5F9O,7.25,3.9186046511627906,1360194195.3488371
B0002F5H1U,8.520000000000003,4.225806451612903,1353171716.1290324
B0002F5HVA,2.7800000000000007,4.743589743589744,1370817969.2307692
B0002F6IV8,2.9899999999999984,4.65,1357123680.0
B0002F6IVI,2.990000000000001,4.155172413793103,1348428413.7931035
B0002F6IW2,2.99,4.588235294117647,1355294117.6470587
B0002F6J4E,23.990000000000006,4.163265306122449,1338115591.8367348
B0002F6JFS,25.63999999999999,4.352941176470588,1299730447.0588236
B0002F6JGW,59.95000000000003,4.483870967741935,1351808825.8064516
B0002F6JH6,139.9499999999999,4.551020408163265,1332369110.2040815
B0002F6PKC,399.0,4.659090909090909,1359527563.6363637
B0002F6RS2,59.99,4.818181818181818,1259468509.090909
B0002F6RSM,54.98999999999994,4.461538461538462,1335120923.0769231
B0002F6YNU,7.8899999999999935,3.121212121212121,1286391272.7272727
B0002F6ZJI,21.0,3.8876404494382024,1321682157.3033707
B0002F6ZJS,34.94000000000003,4.45,1343338560.0
B0002F73YY,12.339999999999991,4.288888888888889,1343577600.0
B0002F73Z8,7.089999999999991,4.707692307692308,1371671778.4615386
B0002F741Q,6.769999999999988,4.717105263157895,1363633010.5263157
B0002F75EM,11.870000000000003,3.34375,1297487700.0
B0002F75K6,99.0,4.256198347107438,1359147689.2561984
B0002F77B8,199.0,4.576271186440678,1353852854.2372882
B0002F77L8,39.99,4.3023255813953485,1339963534.8837209
B0002F77LI,44.99,4.333333333333333,1336526836.3636363
B0002F788U,24.990000000000006,4.354838709677419,1347951483.8709676
B0002F78UI,109.9899999999999,4.536585365853658,1310736468.292683
B0002F79CU,76.94999999999995,4.395348837209302,1346523906.9767442
B0002F79E8,2.990000000000004,4.608695652173913,1342066226.0869565
B0002F7A06,74.98999999999997,4.515151515151516,1363213963.6363637
B0002F7A1A,49.99,3.5588235294117645,1341296470.5882354
B0002F7ENY,23.970000000000017,4.96078431372549,1355966682.3529413
B0002F7IEE,3.5900000000000025,4.275,1361832480.0
B0002F7IIK,8.219999999999967,4.826347305389222,1347144919.760479
B0002F7IN0,36.950000000000074,4.474048442906574,1331670045.6747406
B0002F7IVW,17.950000000000006,4.351351351351352,1360720605.4054055
B0002F7K7Y,1.960000000000015,4.638489208633094,1352272351.0791366
B0002F7KK6,52.46000000000002,4.161290322580645,1347851148.387097
B0002F7L0U,1.5,3.902439024390244,1361215141.4634147
B0002F7ME0,21.519999999999985,4.858333333333333,1348549920.0
B0002FDKIW,121.47999999999999,4.970588235294118,1319236517.6470587
B0002FO5LS,449.0,4.6,1304866560.0
B0002FO9QY,99.0,4.551724137931035,1341800937.9310346
B0002FOBJY,40.2099999999997,4.741433021806854,1348110235.5140188
B0002FODKQ,2.5,4.2105263157894735,1361236547.368421
B0002FOGFI,4.53,4.604166666666667,1357774200.0
B0002FOIO2,20.950000000000014,3.825,1343740320.0
B0002FOLPI,22.950000000000017,4.469387755102041,1348435983.6734693
B0002FONX8,15.240000000000007,4.170212765957447,1358208000.0
B0002FOPL8,8.579999999999998,4.640625,1364677200.0
B0002FORLG,45.390000000000015,4.62037037037037,1346464800.0
B0002FP04E,26.75,3.774193548387097,1254692438.7096775
B0002FP1Z2,28.25,4.212121212121212,1328310981.8181818
B0002GFQ10,5.800000000000003,4.375,1355859000.0
B0002GGN58,44.43,4.32258064516129,1366725367.7419355
B0002GIRP2,99.98999999999982,4.326797385620915,1319998305.8823528
B0002GJ3ZA,13.63999999999999,4.2615384615384615,1364216123.0769231
B0002GJ6FC,7.879999999999997,4.086956521739131,1365973982.6086957
B0002GJI3C,92.89000000000001,4.433962264150943,1332537418.8679245
B0002GJILE,11.040000000000004,4.564102564102564,1353092676.9230769
B0002GL50Q,29.989999999999945,3.8421052631578947,1329177600.0
B0002GL5S8,6.5,4.4523809523809526,1364807314.2857144
B0002GL7ZO,29.739999999999903,4.71875,1354381425.0
B0002GLCRC,9.989999999999855,4.759055118110236,1349572898.2677166
B0002GLDQM,1.540000000000008,4.258169934640523,1341582211.764706
B0002GLMEK,63.94999999999989,4.0476190476190474,1292964480.0
B0002GMGYA,8.549999999999976,4.232931726907631,1358633060.240964
B0002GML4U,13.580000000000018,4.671232876712328,1371457972.6027398
B0002GO50I,0.91,3.6666666666666665,1355380363.6363637
B0002GO512,2.39,3.6875,1351908900.0
B0002GODY6,24.950000000000014,4.470588235294118,1340526494.1176472
B0002GOE6S,179.98999999999984,4.384615384615385,1344425538.4615386
B0002GOJZO,6.930000000000005,4.301587301587301,1365562971.4285715
B0002GTZR6,9.940000000000026,4.485436893203883,1362260411.6504855
B0002GW3Y8,3.490000000000003,4.483870967741935,1356329496.7741935
B0002GWFEQ,3.6700000000000035,4.7272727272727275,1355578155.3719008
B0002GX5NG,3.949999999999995,3.8513513513513513,1359405924.3243244
B0002GX6V2,79.0,4.146341463414634,1343366165.8536584
B0002GXF8Q,2.940000000000023,4.603833865814696,1366907900.3194888
B0002GXPRM,4.100000000000007,4.038095238095238,1357472365.7142856
B0002GXV2Q,5.689999999999999,4.310344827586207,1329106096.5517242
B0002GXZK4,119.99000000000015,4.4298245614035086,1329671747.368421
B0002GY7MO,39.950000000000024,4.45945945945946,1347629837.837838
B0002GY86Y,27.990000000000006,4.558139534883721,1373709767.4418604
B0002GYW4C,5.480000000000008,4.477064220183486,1354414326.6055045
B0002GZ052,67.05000000000004,4.441860465116279,1349706641.860465
B0002GZBLU,14.740000000000007,4.5,1364540400.0
B0002GZBNS,10.199999999999994,3.8333333333333335,1360375200.0
B0002GZBO2,10.470000000000011,4.177777777777778,1368168960.0
B0002GZKWU,177.9799999999998,4.73469387755102,1324427363.2653062
B0002GZLY2,92.43999999999983,3.6136363636363638,1308561381.8181818
B0002GZLZQ,17.53999999999998,4.283783783783784,1352419200.0
B0002GZM00,7.679999999999994,4.694117647058824,1358233411.764706
B0002GZNQI,4.639999999999998,3.78125,1358294400.0
B0002GZQEM,6.490000000000003,4.514285714285714,1367455268.5714285
B0002GZSNQ,13.990000000000007,4.041666666666667,1353893400.0
B0002GZV9M,17.559999999999995,4.3125,1343962800.0
B0002H02IG,14.5,4.545454545454546,1362291241.5584416
B0002H04NE,13.339999999999993,4.670212765957447,1361413072.3404255
B0002H068M,61.99,3.8125,1346989500.0
B0002H06X2,3.25,4.451612903225806,1353090890.3225806
B0002H0A3S,0.2000000000000008,4.599431818181818,1358781136.3636363
B0002H0D58,84.98999999999992,4.342105263157895,1258300042.1052632
B0002H0FMO,4.830000000000004,4.560975609756097,1354480156.097561
B0002H0GF0,169.98999999999984,3.9072164948453607,1303013542.2680411
B0002H0H4A,29.979999999999905,4.0,1362260729.6703296
B0002H0JZ2,2.25,4.264705882352941,1368624282.3529413
B0002H0JZC,4.689999999999999,4.253731343283582,1350746650.7462687
B0002H0KG0,59.989999999999824,4.378504672897196,1332172934.5794392
B0002H0LQO,4.079999999999997,4.278846153846154,1342497323.0769231
B0002H0N76,5.289999999999997,4.625,1355358600.0
B0002H0RN6,86.36999999999992,4.5777777777777775,1324805760.0
B0002H0RXQ,21.559999999999974,4.318181818181818,1321203272.7272727
B0002HLL8G,11.940000000000003,4.170212765957447,1366653140.4255319
B0002I1ESM,49.989999999999995,4.880952380952381,1354515428.5714285
B0002I8Y6W,11.329999999999972,4.409574468085107,1357972238.2978723
B0002IAJ56,15.5,4.352112676056338,1370405002.8169014
B0002ICGDY,8.490000000000007,4.271028037383178,1216700142.0560749
B0002IHFVM,8.82999999999996,4.182098765432099,1359984533.3333333
B0002IHGZC,169.0,4.673913043478261,1355341773.9130435
B0002IHP0S,5.300000000000003,4.7317073170731705,1348541736.5853658
B0002II6LK,4.99,4.303030303030303,1346583272.7272727
B0002II6V0,3.9400000000000306,4.298360655737705,1354094510.1639345
B0002II7H8,3.6800000000000033,4.666666666666667,1367887418.1818182
B0002II7WS,8.720000000000002,4.75,1355070600.0
B0002II98K,33.30999999999997,4.4,1355182080.0
